KYWD,2021,2022,2023,2024,2025,2026
text network analysis,0.0,7.0,7.0,3.0,0.0,0.0
textbook,5.0,5.0,4.0,0.0,0.0,0.0
textbooks,9.0,1.0,0.0,0.0,0.0,0.0
textmining,0.0,5.0,8.0,2.0,0.0,0.0
textom,0.0,8.0,4.0,0.0,0.0,0.0
tf-idf,0.0,0.0,5.0,6.0,5.0,6.0
th,12.0,10.0,6.0,8.0,2.0,0.0
thailand,0.0,0.0,0.0,7.0,7.0,5.0
the korea-japan talks,0.0,5.0,0.0,0.0,0.0,0.0
the locus for focus,0.0,6.0,2.0,0.0,0.0,0.0
the locus for focus model,0.0,0.0,5.0,4.0,0.0,0.0
thematic analysis,5.0,4.0,0.0,6.0,2.0,0.0
theory,57.0,46.0,43.0,47.0,49.0,50.0
theory of planned behavior,13.0,18.0,16.0,11.0,17.0,14.0
third,11.0,11.0,12.0,19.0,9.0,11.0
threat,7.0,5.0,6.0,10.0,10.0,9.0
three,5.0,8.0,6.0,4.0,0.0,0.0
through,0.0,5.0,3.0,0.0,0.0,0.0
tiktok,0.0,6.0,3.0,0.0,0.0,0.0
time,15.0,19.0,29.0,25.0,21.0,18.0
time series analysis,7.0,5.0,3.0,0.0,0.0,4.0
title,0.0,8.0,6.0,6.0,4.0,0.0
tobin’s q,0.0,0.0,6.0,5.0,4.0,0.0
tobit regression,5.0,3.0,0.0,0.0,0.0,0.0
token,0.0,7.0,8.0,4.0,0.0,5.0
topic analysis,0.0,0.0,5.0,0.0,0.0,0.0
topic modelling,7.0,6.0,4.0,0.0,0.0,0.0
tort,11.0,11.0,15.0,11.0,9.0,7.0
torture,6.0,2.0,0.0,0.0,0.0,0.0
total,10.0,5.0,8.0,12.0,6.0,6.0
tourism,72.0,54.0,42.0,43.0,41.0,36.0
tourism destination image,0.0,5.0,3.0,0.0,0.0,0.0
tourism development,0.0,12.0,4.0,0.0,0.0,0.0
tourism experience,7.0,6.0,3.0,0.0,0.0,0.0
tourism industry,15.0,7.0,7.0,7.0,9.0,7.0
tourism jobs,0.0,5.0,0.0,0.0,0.0,0.0
tourism motivation,0.0,6.0,2.0,0.0,0.0,0.0
tourism policy,18.0,10.0,9.0,4.0,0.0,4.0
tourism research,0.0,5.0,2.0,0.0,0.0,0.0
tourism satisfaction,10.0,16.0,13.0,4.0,0.0,4.0
tourism trends,0.0,9.0,2.0,0.0,0.0,0.0
trade,69.0,63.0,60.0,50.0,55.0,51.0
trade act,7.0,4.0,0.0,0.0,0.0,0.0
trade facilitation,0.0,6.0,2.0,10.0,2.0,0.0
trade law,0.0,6.0,5.0,1.0,0.0,0.0
trade policy,6.0,8.0,8.0,6.0,8.0,6.0
trade specialization index,0.0,5.0,2.0,0.0,0.0,0.0
trademark,8.0,9.0,12.0,14.0,9.0,9.0
trading,16.0,19.0,15.0,11.0,15.0,12.0
traditional,0.0,5.0,3.0,0.0,0.0,0.0
traditional market,8.0,10.0,5.0,7.0,2.0,0.0
traffic,11.0,7.0,7.0,7.0,10.0,8.0
traffic safety,0.0,0.0,11.0,0.0,0.0,0.0
training,14.0,11.0,11.0,15.0,19.0,19.0
transaction,19.0,17.0,13.0,10.0,11.0,9.0
transaction cost,0.0,5.0,1.0,0.0,0.0,0.0
transactional leadership,7.0,4.0,0.0,8.0,3.0,0.0
transactions,0.0,8.0,7.0,6.0,9.0,7.0
transcendence,5.0,0.0,0.0,0.0,0.0,0.0
transfer,34.0,31.0,22.0,26.0,31.0,26.0
transformation,10.0,7.0,12.0,8.0,8.0,5.0
transformational leadership,17.0,13.0,13.0,19.0,18.0,19.0
transformative learning,0.0,5.0,0.0,0.0,0.0,0.0
transition,10.0,8.0,11.0,10.0,9.0,7.0
translation,5.0,4.0,0.0,5.0,8.0,6.0
transmission,6.0,2.0,0.0,0.0,0.0,4.0
transparency,13.0,11.0,17.0,23.0,21.0,22.0
transport,0.0,5.0,5.0,6.0,3.0,0.0
transportation,12.0,8.0,6.0,7.0,11.0,10.0
trauma,11.0,5.0,9.0,4.0,0.0,0.0
travel,5.0,8.0,4.0,0.0,0.0,0.0
travel satisfaction,0.0,5.0,1.0,0.0,0.0,0.0
treasury,0.0,6.0,4.0,7.0,4.0,0.0
treaties,7.0,7.0,5.0,6.0,1.0,0.0
treatment,17.0,14.0,16.0,21.0,12.0,12.0
treaty,19.0,15.0,19.0,24.0,19.0,19.0
trend,0.0,0.0,8.0,3.0,0.0,0.0
trend analysis,6.0,2.0,0.0,5.0,2.0,0.0
trends,0.0,0.0,7.0,7.0,4.0,0.0
trial,11.0,18.0,21.0,18.0,16.0,13.0
tribunal,5.0,8.0,5.0,1.0,0.0,3.0
trump,9.0,1.0,0.0,7.0,12.0,9.0
trust,73.0,95.0,72.0,64.0,57.0,55.0
trust in government,22.0,14.0,17.0,9.0,9.0,5.0
trustee,7.0,3.0,0.0,6.0,7.0,5.0
truth,0.0,0.0,0.0,7.0,2.0,0.0
tsi,0.0,5.0,0.0,0.0,0.0,0.0
turnover,6.0,4.0,8.0,3.0,0.0,5.0
turnover intention,34.0,38.0,34.0,42.0,41.0,39.0
tv,6.0,6.0,7.0,8.0,3.0,0.0
tv home shopping,0.0,6.0,4.0,0.0,0.0,0.0
two,9.0,3.0,7.0,5.0,3.0,0.0
type,15.0,15.0,12.0,10.0,5.0,4.0
types,0.0,0.0,7.0,6.0,7.0,6.0
typology,6.0,3.0,0.0,7.0,6.0,5.0
u,8.0,22.0,16.0,24.0,20.0,20.0
u.s.-china strategic competition,6.0,6.0,1.0,10.0,7.0,7.0
uam,0.0,0.0,5.0,5.0,4.0,0.0
uk,10.0,5.0,9.0,8.0,4.0,0.0
ukraine,0.0,35.0,22.0,9.0,11.0,5.0
ukraine crisis,0.0,6.0,4.0,0.0,0.0,0.0
ukraine war,0.0,23.0,29.0,24.0,18.0,18.0
un,15.0,17.0,14.0,10.0,12.0,8.0
uncertainty,13.0,10.0,9.0,17.0,4.0,0.0
uncitral,12.0,5.0,5.0,1.0,0.0,0.0
uncitral working,5.0,0.0,0.0,0.0,0.0,0.0
unclos,6.0,6.0,7.0,4.0,0.0,5.0
unconstitutionality,0.0,12.0,16.0,12.0,9.0,8.0
und,20.0,11.0,9.0,7.0,13.0,10.0
under,10.0,23.0,15.0,10.0,27.0,19.0
undergraduate students,5.0,3.0,0.0,0.0,0.0,0.0
underwater,0.0,0.0,7.0,8.0,6.0,5.0
unemployment,0.0,6.0,7.0,3.0,0.0,0.0
unfair,28.0,31.0,21.0,17.0,15.0,11.0
unification,12.0,14.0,15.0,10.0,6.0,4.0
unification education,6.0,4.0,6.0,5.0,2.0,0.0
union,28.0,26.0,40.0,15.0,23.0,17.0
unit,10.0,9.0,10.0,9.0,15.0,13.0
united,16.0,18.0,13.0,12.0,9.0,7.0
united states,9.0,8.0,9.0,8.0,10.0,10.0
unity,7.0,1.0,0.0,0.0,0.0,0.0
universal,0.0,9.0,8.0,3.0,0.0,0.0
universality,7.0,5.0,2.0,0.0,0.0,0.0
university,20.0,12.0,16.0,16.0,22.0,19.0
university libraries,0.0,0.0,0.0,7.0,5.0,5.0
university policy,7.0,1.0,0.0,0.0,0.0,0.0
university students,14.0,16.0,13.0,12.0,13.0,10.0
unjust,6.0,8.0,8.0,8.0,8.0,6.0
unlawful,5.0,3.0,5.0,0.0,0.0,0.0
unmanned,7.0,5.0,13.0,9.0,17.0,14.0
untact,11.0,0.0,0.0,0.0,0.0,0.0
up,7.0,4.0,11.0,9.0,4.0,0.0
urban,24.0,18.0,33.0,35.0,25.0,25.0
urban agenda,0.0,0.0,0.0,6.0,1.0,0.0
urban commons,0.0,0.0,9.0,0.0,0.0,0.0
urban development,11.0,2.0,0.0,8.0,6.0,6.0
urban environment,0.0,5.0,1.0,0.0,0.0,0.0
urban planning,6.0,9.0,10.0,12.0,3.0,0.0
urban policy,6.0,1.0,0.0,0.0,0.0,0.0
urban regeneration,39.0,32.0,32.0,13.0,23.0,18.0
urban tourism,5.0,0.0,0.0,0.0,0.0,0.0
urbanization,0.0,0.0,7.0,3.0,0.0,4.0
us,13.0,18.0,16.0,22.0,9.0,9.0
us-china competition,10.0,8.0,3.0,10.0,5.0,5.0
us-china relations,14.0,8.0,7.0,7.0,9.0,7.0
us-china trade war,6.0,1.0,0.0,0.0,0.0,0.0
usa,8.0,7.0,4.0,0.0,0.0,0.0
usage,0.0,0.0,0.0,8.0,2.0,0.0
usage motivation,0.0,0.0,5.0,5.0,2.0,0.0
use,26.0,24.0,38.0,33.0,39.0,35.0
usefulness,6.0,6.0,2.0,0.0,0.0,4.0
user,0.0,0.0,13.0,8.0,4.0,0.0
user satisfaction,8.0,2.0,11.0,4.0,0.0,0.0
uses and gratification theory,0.0,7.0,15.0,5.0,3.0,0.0
usmca,0.0,7.0,3.0,0.0,0.0,0.0
utaut,8.0,9.0,9.0,5.0,6.0,3.0
utaut2,0.0,6.0,7.0,4.0,0.0,0.0
utility,5.0,5.0,3.0,6.0,4.0,0.0
utilization,10.0,9.0,7.0,9.0,10.0,8.0
uzbekistan,0.0,0.0,7.0,9.0,4.0,0.0
v,7.0,2.0,9.0,5.0,6.0,3.0
vaccination,0.0,5.0,5.0,0.0,0.0,0.0
vaccine,7.0,3.0,0.0,0.0,0.0,0.0
validation,9.0,10.0,11.0,12.0,8.0,8.0
validity,14.0,9.0,7.0,11.0,18.0,17.0
valuation,7.0,6.0,12.0,7.0,12.0,8.0
value co-creation,0.0,0.0,6.0,2.0,0.0,0.0
value relevance,7.0,8.0,4.0,0.0,0.0,0.0
value-based adoption model,7.0,4.0,0.0,0.0,0.0,0.0
values,5.0,7.0,4.0,7.0,5.0,0.0
var,0.0,7.0,8.0,8.0,6.0,5.0
vat,5.0,3.0,5.0,3.0,0.0,0.0
vecm,0.0,5.0,1.0,0.0,0.0,6.0
vehicle,13.0,11.0,19.0,17.0,17.0,14.0
venture,9.0,2.0,6.0,11.0,11.0,9.0
venture capital,6.0,3.0,9.0,7.0,3.0,0.0
venture companies,0.0,0.0,0.0,5.0,2.0,0.0
verfahrens,5.0,2.0,0.0,0.0,0.0,0.0
verh,0.0,5.0,2.0,0.0,0.0,0.0
verification,0.0,7.0,7.0,3.0,0.0,0.0
verwaltung,0.0,8.0,3.0,0.0,0.0,0.0
verwaltungsakt,5.0,2.0,0.0,0.0,0.0,0.0
veterans,5.0,3.0,0.0,0.0,0.0,0.0
victim,18.0,15.0,14.0,14.0,16.0,13.0
victimization,5.0,1.0,0.0,0.0,0.0,0.0
victims,11.0,8.0,10.0,9.0,7.0,6.0
video,0.0,0.0,0.0,8.0,2.0,0.0
vietnam,21.0,23.0,24.0,14.0,9.0,7.0
vietnam war,5.0,1.0,0.0,0.0,0.0,4.0
viewing satisfaction,0.0,5.0,3.0,0.0,0.0,0.0
violation,8.0,6.0,7.0,4.0,0.0,0.0
violence,22.0,23.0,16.0,33.0,34.0,33.0
virtual,12.0,20.0,29.0,10.0,19.0,12.0
virtual assets,0.0,0.0,5.0,2.0,0.0,0.0
virtual influencer,0.0,6.0,7.0,5.0,2.0,0.0
virtual reality,11.0,13.0,4.0,9.0,5.0,4.0
virtual world,0.0,6.0,6.0,0.0,0.0,0.0
visit intention,13.0,13.0,8.0,14.0,8.0,9.0
visualization,5.0,3.0,0.0,0.0,0.0,0.0
vocational education,5.0,6.0,5.0,3.0,0.0,5.0
vocational high school,6.0,9.0,13.0,10.0,7.0,6.0
voice,6.0,3.0,6.0,3.0,0.0,0.0
voice behavior,0.0,0.0,11.0,4.0,0.0,0.0
volatility,6.0,14.0,11.0,8.0,5.0,4.0
voluntary,0.0,5.0,9.0,4.0,0.0,5.0
volunteer,6.0,5.0,7.0,3.0,0.0,0.0
von,11.0,6.0,8.0,9.0,7.0,6.0
vosviewer,0.0,0.0,0.0,6.0,0.0,0.0
voting,8.0,18.0,9.0,12.0,12.0,10.0
vr,0.0,0.0,7.0,7.0,6.0,5.0
vulnerability,0.0,0.0,6.0,7.0,7.0,5.0
wage,21.0,21.0,13.0,23.0,25.0,25.0
walk,0.0,0.0,0.0,5.0,3.0,0.0
war,22.0,38.0,23.0,24.0,21.0,19.0
warfare,10.0,10.0,9.0,7.0,9.0,6.0
warrant,0.0,0.0,6.0,4.0,0.0,8.0
warranty,0.0,5.0,5.0,2.0,0.0,5.0
wartime,0.0,5.0,2.0,0.0,0.0,0.0
waste,5.0,4.0,0.0,6.0,2.0,0.0
water,6.0,5.0,8.0,6.0,6.0,4.0
weapon,0.0,9.0,16.0,18.0,13.0,13.0
welfare,26.0,32.0,30.0,27.0,22.0,18.0
welfare attitude,7.0,8.0,4.0,0.0,0.0,0.0
welfare policy,6.0,5.0,2.0,0.0,0.0,0.0
welfare state,8.0,10.0,6.0,4.0,0.0,0.0
well-being,6.0,5.0,6.0,3.0,0.0,4.0
wellness tourism,0.0,7.0,3.0,0.0,0.0,0.0
who,9.0,2.0,6.0,6.0,2.0,0.0
wide mega,0.0,0.0,0.0,6.0,0.0,0.0
will,10.0,5.0,7.0,4.0,0.0,5.0
willingness to pay,5.0,10.0,6.0,3.0,0.0,2.0
wirkung,5.0,0.0,0.0,0.0,0.0,0.0
with,23.0,34.0,30.0,26.0,24.0,22.0
withdrawal,0.0,5.0,4.0,5.0,2.0,0.0
without,7.0,6.0,7.0,5.0,5.0,3.0
woman,5.0,1.0,0.0,0.0,0.0,0.0
women,26.0,21.0,13.0,24.0,18.0,20.0
women’s solidarity,0.0,0.0,5.0,1.0,0.0,0.0
word-of-mouth,5.0,1.0,0.0,6.0,0.0,0.0
word-of-mouth intention,7.0,7.0,5.0,11.0,6.0,7.0
work,58.0,48.0,53.0,65.0,43.0,40.0
work engagement,18.0,11.0,13.0,9.0,9.0,7.0
work experience,5.0,6.0,5.0,0.0,0.0,0.0
work-family balance,0.0,5.0,7.0,7.0,6.0,5.0
work-family conflict,5.0,4.0,5.0,5.0,6.0,4.0
work-life balance,9.0,9.0,10.0,9.0,10.0,9.0
worker,24.0,14.0,21.0,20.0,18.0,17.0
workers,29.0,26.0,33.0,29.0,26.0,26.0
working environment,8.0,10.0,7.0,6.0,5.0,0.0
working group,6.0,0.0,0.0,0.0,0.0,4.0
working hours,5.0,4.0,5.0,5.0,3.0,0.0
working memory,0.0,0.0,0.0,5.0,2.0,0.0
workplace,15.0,4.0,13.0,18.0,6.0,5.0
workplace bullying,0.0,0.0,8.0,6.0,4.0,0.0
works,11.0,11.0,10.0,9.0,1.0,0.0
world,7.0,14.0,7.0,12.0,6.0,6.0
world bank,5.0,2.0,0.0,0.0,0.0,0.0
writing,5.0,6.0,3.0,5.0,5.0,0.0
wto,24.0,20.0,19.0,15.0,16.0,12.0
xi jinping,0.0,6.0,9.0,12.0,6.0,8.0
yoon,0.0,12.0,6.0,5.0,3.0,0.0
yoon seok,0.0,14.0,6.0,4.0,0.0,0.0
young,0.0,0.0,0.0,7.0,3.0,0.0
young adults,0.0,7.0,9.0,11.0,13.0,12.0
young children,19.0,20.0,10.0,22.0,16.0,17.0
young generation,9.0,5.0,10.0,5.0,3.0,0.0
young women,0.0,0.0,0.0,6.0,3.0,0.0
youth,22.0,42.0,31.0,35.0,41.0,38.0
youth policy,0.0,0.0,6.0,2.0,0.0,0.0
youtube,35.0,27.0,21.0,11.0,31.0,21.0
youtuber,5.0,1.0,0.0,0.0,0.0,0.0
z,6.0,2.0,11.0,8.0,5.0,5.0
zone,9.0,10.0,9.0,6.0,5.0,3.0
㈜lg,7.0,4.0,8.0,2.0,0.0,5.0
學習投入,11.0,13.0,12.0,5.0,23.0,18.0
